La	*il	+Art+Def+Fem+Sg
preferenza	preferenza	+Noun+Fem+Sg
hajan	avair	+Verb+Con+3P+Pl
lavur	lavur	+Noun+Fem+Sg
,	,	+CM
professiun	professiun	+Noun+Fem+Sg
e	e	+Conj
l’	il	+Art+Def+Masc+Sg+Apo
individualissem	individualissem	+Noun+Masc+Sg
prendia	prender	+Verb+Con+3P+Sg
surmaun	surmaun	+Noun+Masc+Sg
.	.	+Sent

Il	*il	+Art+Def+Masc+Sg
dumber	dumber	+Noun+Masc+Sg
da	da	+Prep
Rumantschs	Rumantsch	+Prop
emigrads	emigrar	+Verb+PastPart+Masc+Pl
sa	sai	+Pron+Refl+AccDat+Aton+3P+MF+Pl
reduceschia	reducir	+Verb+Con+3P+Sg
–	–	+Punc
era	era	+Adv
sco	sco	+Adv
consequenza	consequenza	+Noun+Fem+Sg
da	da	+Prep
famiglias	famiglia	+Noun+Fem+Pl
pli	pli	+Adv
pitschnas	pitschen	+Adj+Fem+Pl
.	.	+Sent

L’	*il	+Art+Def+Masc+Sg+Apo
emprima	emprim	+Adj+Fem+Sg
generaziun	generaziun	+Noun+Fem+Sg
dals	da	+Prep^|+Art+Def+Masc+Pl
emigrads	emigrar	+Noun+Masc+Pl
en	en	+Prep
la	il	+Art+Def+Fem+Sg
Bassa	Bassa	+Prop
–	–	+Punc
las	il	+Art+Def+Fem+Pl
annadas	annada	+Noun+Fem+Pl
grondas	grond	+Adj+Fem+Pl
–	–	+Punc
saja	esser	+Verb+Con+3P+Sg
ussa	ussa	+Adv
pensiunada	pensiunà	+Adj+Fem+Sg
u	u	+Conj
sin	sin	+Prep
via	via	+Noun+Fem+Sg
vers	vers	+Prep
la	il	+Art+Def+Fem+Sg
terza	terza	+Adj+Fem+Sg
fasa	fasa	+Noun+Fem+Sg
da	da	+Prep
la	il	+Art+Def+Fem+Sg
vita	vita	+Noun+Fem+Sg
.	.	+Sent

Lur	*lur	+Pron+Poss+Masc+Sg
figlialanza	figlialanza	+Noun+Fem+Sg
haja	avair	+Verb+Con+3P+Sg
forsa	forsa	+Adv
anc	anc	+Adv
tscherts	tschert	+Pron+Indef+Masc+Pl
contacts	contact	+Noun+Masc+Pl
cun	cun	+Prep
l’	il	+Art+Def+Masc+Sg+Apo
origin	origin	+Noun+Masc+Sg
rumantsch	rumantsch	+Adj+Masc+Sg
.	.	+Sent

Ma	*ma	+Conj
tar	tar	+Prep
la	il	+Art+Def+Fem+Sg
segunda	segund	+Adj+Fem+Sg
generaziun	generaziun	+Noun+Fem+Sg
dals	da	+Prep^|+Art+Def+Masc+Pl
creschids	creschì	+Noun+Masc+Pl
si	si	+Prep
en	en	+Prep
la	il	+Art+Def+Fem+Sg
Bassa	Bassa	+Prop
n’	n'	+Adv
existian	exister	+Verb+Con+3P+Pl
tant	tant	+Adv	#PROBLEM: 85 und 86 bilden eine Einheit.
sco	sco	+Adv
nagins	nagin	+Pron+Indef+Masc+Pl
lioms	liom	+Noun+Masc+Pl
pli	pli	+Adv
cun	cun	+Prep
la	il	+Art+Def+Fem+Sg
parentella	parentella	+Noun+Fem+Sg
en	en	+Prep
il	il	+Art+Def+Masc+Sg
Grischun	Grischun	+Prop
.	.	+Sent

Latiers	*latiers	+Adv
vegnia	vegnir	+Verb+Con+3P+Sg
ch’	che	+Subj+Apo
il	il	+Art+Def+Masc+Sg
process	process	+Noun+Masc+Sg
d’	da	+Prep+Apo
integraziun	integraziun	+Noun+Fem+Sg
s’	sai	+Pron+Refl+AccDat+Aton+3P+MF+Sg+Apo
accelereschia	accelerar	+Verb+Con+3P+Sg
en	en	+Prep
Svizra	Svizra	+Prop
tudestga	tudestg	+Adj+Fem+Sg
e	e	+Conj
che	che	+Subj
questa	quest	+Pron+Dem+Fem+Sg
sa	sai	+Pron+Refl+AccDat+Aton+3P+MF+Sg
fetschia	far	+Verb+Con+3P+Sg
insumma	insumma	+Adv
senza	senza	+Prep
difficultads	difficultads	+Noun+Fem+Pl
tant	tant	+Conj	#PROBLEM: 118 und 123 bilden eine Einheit, cf. Grammatica 252
en	en	+Prep
la	il	+Art+Def+Fem+Sg
Svizra	Svizra	+Prop
franzosa	franzos	+Adj+Fem+Sg
sco	sco	+Conj   #PROBLEM
en	en	+Prep
il	il	+Art+Def+Masc+Sg
Tessin	Tessin	+Prop
.	.	+Sent

Anc	*anc	+Adv
dettia	dar	+Verb+Con+3P+Sg^|+Pron+Pers+Nom+3P+MF+Sg	#PROBLEM: Pronomen nicht sichtbar, cf. Grammatica 212
en	en	+Prep
la	il	+Art+Def+Fem+Sg
Bassa	Bassa	+Prop
pli	pli	+Adv
che	che	+Conj
50	50	+Dig+Card
uniuns	uniuns	+Noun+Fem+Pl
grischunas	grischun	+Adj+Fem+Pl
.	.	+Sent

Strusch	Strusch	+Adv
la	il	+Art+Def+Fem+Sg
mesadad	mesadad	+Noun+Fem+Sg
da	da	+Prep
questas	questas	+Pron+Dem+Fem+Pl
sa	sai	+Pron+Refl+AccDat+Aton+3P+MF+Pl
cumponan	cumponer	+Verb+PresInd+3P+Pl
da	da	+Prep
Rumantschas	*rumantsch	+Prop	#PROBLEM: Nomen oder Prop?
e	e	+Conj
Rumantschs	*rumantsch	+Prop	#PROBLEM
.	.	+Sent

Latiers	*latiers	+Adv
vegnian	vegnir	+Verb+Con+3P+Pl
anc	anc	+Adv
insaquants	insaquants	+Pron+Indef+Masc+Pl
chors	chor	+Noun+Masc+Pl
.	.	+Sent

Questas	*quest	+Pron+Dem+Fem+Pl
instituziuns	instituziun	+Noun+Fem+Pl
èn	esser	+Verb+PresInd+3P+Pl
dentant	dentant	+Adv
per	per	+Prep
part	part	+Noun+Fem+Sg
fitg	fitg	+Adv
veglias	vegl	+Adj+Fem+Pl
.	.	+Sent
