Problems	*problems	+Noun+Masc+Pl
e	e	+Conj
dumondas	dumonda	+Noun+Fem+Pl
che	che	+Pron+Rel
pertutgan	pertutgar	+Verb+PresInd+3P+Pl
tuts	tut	+Pron+Indef+Masc+Pl
pon	pudair	+Verb+PresInd+3P+Pl
era	era	+Adv
vegnir	vegnir	+Verb+Inf
schliads	schliar	+Verb+PastPart+Masc+Pl
be	be	+Adv
da	da	+Prep
tuts	tut	+Pron+Indef+Masc+Pl
cuminaivlamain	cuminaivlamain	+Adv
.	.	+Sent

Nagin	*nagin	+Adv
ha	avair	+Verb+PresInd+3P+Sg
affittà	affittar	+Verb+PastPart+Masc+Sg
la	il	+Art+Def+Fem+Sg
vardad	vardad	+Noun+Fem+Sg
mo	mo	+Adv
per	per	+Prep
el	el	+Pron+Pers+Nom+3P+Masc+Sg
sez	sez	+Pron+Dem+Masc+Sg
.	.	+Sent

Era	*era	+Adv
pon	pudair	+Verb+PresInd+3P+Pl
las	il	+Art+Def+Fem+Pl
imaginaziuns	imaginaziun	+Noun+Fem+Pl
davart	davart	+Prep
la	il	+Art+Def+Fem+Sg
Svizra	Svizra	+Prop
,	,	+CM
dentant	dentant	+Adv
era	era	+Adv
davart	davart	+Prep
il	il	+Art+Def+Masc+Sg
Grischun	Grischun	+Prop
tuttavia	tuttavia	+Adv
esser	esser	+Verb+Inf
divergentas	divergent	+Adj+Fem+Pl
.	.	+Sent

Ina	*in	+Art+Indef+Fem+Sg
concurrenza	concurrenza	+Noun+Fem+Sg
da	da	+Prep
las	il	+Art+Def+Fem+Pl
ideas	ideas	+Noun+Fem+Pl
e	e	+Conj
da	da	+Prep
las	il	+Art+Def+Fem+Pl
persvasiuns	persvasiun	+Noun+Fem+Pl
è	esser	+Verb+PresInd+3P+Sg
schizunt	schizunt	+Adv
da	da	+Prep
beneventar	beneventar	+Verb+Inf
,	,	+CM
sch’	sche	+Subj+Apo
ins	ins	+Pron+Indef
ha	avair	+Verb+PresInd+3P+Sg
en	en	+Prep
medem	medem	+Adj+Masc+Sg
mument	mument	+Noun+Masc+Sg
era	era	+Adv
la	il	+Art+Def+Fem+Sg
prontadad	prontadad	+Noun+Fem+Sg
da	da	+Prep
tschertgar	tschertgar	+Verb+Inf
l’	il	+Art+Def+Masc+Sg+Apo
equiliber	equiliber	+Noun+Masc+Sg
e	e	+Conj
da	da	+Prep
chattar	chattar	+Verb+Inf
cumpromiss	cumpromiss	+Noun+Masc+Pl
.	.	+Sent

A	*a	+Prep
nus	nus	+Pron+Pers+Nom+1P+MF+Pl
tuts	tut	+Pron+Indef+Masc+Pl
giavischel	giavischar	+Verb+PresInd+1P+Sg
jau	jau	+Pron+Pers+Nom+1P+MF+Sg
en	en	+Prep
noss	noss	+Pron+Poss+Masc+Sg
engaschi	engaschi	+Noun+Masc+Sg
cuminaivel	cuminaivel	+Adj+Masc+Sg
per	per	+Prep
noss	noss	+Pron+Poss+Masc+Sg
chantun	chantun	+Noun+Masc+Sg
cletg	cletg	+Noun+Masc+Sg
en	en	+Prep
l’	il	+Art+Def+Masc+Sg+Apo
onn	onn	+Noun+Masc+Sg
nov	nov	+Adj+Masc+Sg
.	.	+Sent
