En	*en	+Prep
si’	ses	+Pron+Poss+Fem+Sg+Apo
ultima	ultim	+Adj+Fem+Sg+UNKNOWN
seduta	seduta	+Noun+Fem+Sg
da	da	+Prep
l’	il	+Art+Def+Masc+Sg+Apo
onn	onn	+Noun+Masc+Sg
passà	passar	+Verb+PastPart+Masc+Sg
ha	avair	+Verb+PresInd+3P+Sg
la	il	+Art+Def+Fem+Sg
suprastanza	suprastanza	+Noun+Fem+Sg
da	da	+Prep
la	il	+Art+Def+Fem+Sg
Lia	*lia	+Noun+Fem+Sg
rumantscha	rumantsch	+Adj+Fem+Sg
(	(	+Punc+Beg
LR	LR	+Prop+Abbr+UNKNOWN
)	)	+Punc+End
laschà	laschar	+Verb+PastPart+Masc+Sg
passar	passar	+Verb+Inf
revista	revista	+Noun+Fem+Sg
.	.	+Sent

L’	*il	+Art+Def+Masc+Sg+Apo
onn	onn	+Noun+Masc+Sg
1998	1998	+Dig+Card
stat	star	+Verb+PresInd+3P+Sg
en	en	+Prep
il	il	+Art+Def+Masc+Sg
senn	senn	+Noun+Masc+Sg
da	da	+Prep
la	il	+Art+Def+Fem+Sg
midada	midada	+Noun+Fem+Sg
dal	da	+Prep^|+Art+Def+Masc+Sg
secretari	secretari	+Noun+Masc+Sg
.	.	+Sent

Cun	*cun	+Prep
satisfacziun	satisfacziun	+Noun+Fem+Sg
ha	avair	+Verb+PresInd+3P+Sg
la	il	+Art+Def+Fem+Sg
suprastanza	suprastanza	+Noun+Fem+Sg
pudì	pudair	+Verb+PastPart+Masc+Sg
prender	prender	+Verb+Inf
enconuschientscha	enconuschientscha	+Noun+Fem+Sg
da	da	+Prep
la	il	+Art+Def+Fem+Sg
nunreducziun	nunreducziun	+Noun+Fem+Sg+UNKNOWN
da	da	+Prep
las	il	+Art+Def+Fem+Pl
contribuziuns	contribuziun	+Noun+Fem+Pl
federalas	federal	+Adj+Fem+Pl
per	per	+Prep
1999	1999	+Dig+Card
,	,	+CM
quai	quai	+Pron+Dem
che	che	+Subj
lubescha	lubir	+Verb+PresInd+3P+Sg
da	da	+Prep
cuntinuar	cuntinuar	+Verb+Inf
la	il	+Art+Def+Fem+Sg
lavur	lavur	+Noun+Fem+Sg
da	da	+Prep
l’	il	+Art+Def+Masc+Sg+Apo
onn	onn	+Noun+Masc+Sg
proxim	proxim	+Noun+Masc+Sg
tenor	tenor	+Noun+Masc+Sg
preventiv	preventiv	+Adj+Masc+Sg
.	.	+Sent

Cun	*cun	+Prep
il	il	+Art+Def+Masc+Sg
schaner	schaner	+Noun+Masc+Sg
1999	1999	+Dig+Card
entran	entrar	+Verb+PresInd+3P+Pl
trais	trais	+Num+Card+MF
novs	nov	+Adj+Masc+Pl
commembers	commember	+Noun+Masc+Pl
en	en	+Prep
la	il	+Art+Def+Fem+Sg
regenza	regenza	+Noun+Fem+Sg
grischuna	grischun	+Adj+Fem+Sg
.	.	+Sent

La	*il	+Art+Def+Fem+Sg
Chasa	*chasa	+Noun+Fem+Sg
rumantscha	rumantsch	+Adj+Fem+Sg
ha	avair	+Verb+PresInd+3P+Sg
envidà	envidar	+Verb+PastPart+Masc+Sg
la	il	+Art+Def+Fem+Sg
nova	nov	+Adj+Fem+Sg
cussegliera	cussegliera	+Noun+Fem+Sg
guvernativa	guvernativ	+Adj+Fem+Sg
Eveline	Eveline	+Prop+UNKNOWN
Widmer-Schlumpf	Widmer-Schlumpf	+Prop+UNKNOWN
ed	e	+Conj+Apo
ils	il	+Art+Def+Masc+Pl
novs	nov	+Adj+Masc+Pl
cussegliers	cusseglier	+Noun+Masc+Pl
guvernativs	guvernativ	+Adj+Masc+Pl
Stefan	Stefan	+Prop+UNKNOWN
Engler	Engler	+Prop+UNKNOWN
e	e	+Conj
Claudio	Claudio	+Prop+UNKNOWN
Lardi	Lardi	+Prop+UNKNOWN
ad	a	+Prep+Apo
