Ils	*il	+Art+Def+Masc+Pl
12	12	+Dig+Card
da	da	+Prep
mars	mars	+Noun+Masc+Sg
ha	avair	+Verb+PresInd+3P+Sg
il	il	+Art+Def+Masc+Sg
pievel	pievel	+Noun+Masc+Sg
svizzer	svizzer	+Adj+Masc+Sg	#PROBLEM: +Prop
da	da	+Prep
decider	decider	+Verb+Inf
davart	davart	+Prep
l’	il	+Art+Def+Fem+Sg+Apo
iniziativa	iniziativa	+Noun+Fem+Sg
che	che	+Subj
pretenda	pretender	+Verb+PresInd+3P+Sg
da	da	+Prep
reducir	reducir	+Verb+Inf
il	il	+Art+Def+Masc+Sg
traffic	traffic	+Noun+Masc+Sg
privat	privat	+Adj+Masc+Sg
sin	sin	+Prep
via	via	+Noun+Fem+Sg
per	per	+Prep
la	il	+Art+Def+Fem+Sg
mesadad	mesadad	+Noun+Fem+Sg
.	.	+Sent

Venderdi	Venderdi	+Noun+Masc+Sg
passà	passar	+Adj+Masc+Sg
ha	avair	+Verb+PresInd+3P+Sg
il	il	+Art+Def+Masc+Sg
comité	comité	+Noun+Masc+Sg
svizzer	svizzer	+Adj+Masc+Sg	#PROBLEM: +Prop?
cunter	cunter	+Prep
l’	il	+Art+Def+Fem+Sg+Apo
iniziativa	iniziativa	+Noun+Fem+Sg
orientà	orientar	+Verb+PastPart+Masc+Sg
las	il	+Art+Def+Fem+Pl
medias	medias	+Noun+Fem+Pl
a	a	+Prep
Berna	Berna	+Prop
davart	davart	+Prep
las	il	+Art+Def+Fem+Pl
consequenzas	consequenza	+Noun+Fem+Pl
da	da	+Prep
questa	quest	+Pron+Dem+Fem+Sg
pretensiun	pretensiun	+Noun+Fem+Sg
massiva	massiv	+Adj+Fem+Sg
,	,	+CM
dentant	dentant	+Adv
betg	betg	+Prt+Neg
bain	bun	+Adv
ponderada	ponderà	+Adj+Fem+Sg
.	.	+Sent

Cun	*cun	+Prep
ina	in	+Art+Indef+Fem+Sg
iniziativa	iniziativa	+Noun+Fem+Sg
populara	popular	+Adj+Fem+Sg
pretendan	pretender	+Verb+PresInd+3P+Pl#################################################################################3
passa	passa	+Noun+Fem+Sg
100	100	+Dig+Card
000	000	+Dig+Card
burgaisas	burgais	+Adj+Fem+Pl
e	e	+Conj
burgais	burgais	+Noun+Masc+Pl
da	da	+Prep
la	il	+Art+Def+Fem+Sg
confederaziun	confederaziun	+Noun+Fem+Sg
,	,	+CM
dals	da	+Prep^=+Art+Def+Masc+Pl
chantuns	chantun	+Noun+Masc+Pl
e	e	+Conj
da	da	+Prep
las	il	+Art+Def+Fem+Pl
vischnancas	vischnanca	+Noun+Fem+Pl
ina	in	+Art+Indef+Fem+Sg
reducziun	reducziun	+Noun+Fem+Sg
massiva	massiv	+Adj+Fem+Sg+UNKNOWN
dal	da	+Prep^=+Art+Def+Masc+Sg
traffic	traffic	+Noun+Masc+Sg
privat	privat	+Adj+Masc+Sg
sin	sin	+Prep
via	via	+Noun+Fem+Sg
.	.	+Sent

La	*il	+Art+Def+Fem+Sg
finamira	finamira	+Noun+Fem+Sg
è	esser	+Verb+PresInd+3P+Sg
–	–	+Punc
en	en	+Prep
vista	vista	+Noun+Fem+Sg
a	a	+Prep
l’	il	+Art+Def+Masc+Sg+Apo
augment	augment	+Noun+Masc+Sg
enorm	enorm	+Adj+Sup^DB+Adv
dal	da	+Prep^=+Art+Def+Masc+Sg
traffic	traffic	+Noun+Masc+Sg
ils	il	+Art+Def+Masc+Pl
decennis	decenni	+Noun+Masc+Pl
passads	passà	+Adj+Masc+Pl
–	–	+Punc
da	da	+Prep
meglierar	meglierar	+Verb+Inf
il	il	+Art+Def+Masc+Sg
spazi	spazi	+Noun+Masc+Sg
da	da	+Prep
viver	viver	+Verb+Inf
en	en	+Prep
noss	noss	+Adj+Masc+Pl+UNKNOWN
pajais	pajar	+Verb+PresInd+2P+Pl
e	e	+Conj
sin	sin	+Prep
questa	quest	+Pron+Dem+Fem+Sg
moda	moda	+Noun+Fem+Sg
dad	da	+Prep+Apo
arrivar	arrivar	+Verb+Inf
a	a	+Prep
la	il	+Art+Def+Fem+Sg
situaziun	situaziun	+Noun+Fem+Sg
dals	da	+Prep^=+Art+Def+Masc+Pl
onns	onn	+Noun+Masc+Pl
settanta	settanta	+Num+Card+MF
.	.	+Sent

Ils	*il	+Art+Def+Masc+Pl
iniziants	iniziant	+Noun+Masc+Pl
fan	far	+Verb+PresInd+3P+Pl
valair	valair	+Verb+Inf
mesiras	mesiras	+Noun+Fem+Pl
necessarias	necessari	+Adj+Fem+Pl
cunter	cunter	+Noun+Masc+Sg
las	il	+Art+Def+Fem+Pl
consequenzas	consequenza	+Noun+Fem+Pl
negativas	negativ	+Adj+Fem+Pl
dal	da	+Prep^=+Art+Def+Masc+Sg
traffic	traffic	+Noun+Masc+Sg
motorisà	motorisar	+Verb+PastPart+Masc+Sg
sco	sco	+Conj
la	il	+Art+Def+Fem+Sg
canera	canera	+Noun+Fem+Sg
,	,	+CM
l’	il	+Art+Def+Fem+Sg+Apo
impestaziun	impestaziun	+Noun+Fem+Sg
da	da	+Prep
l’	il	+Art+Def+Fem+Sg+Apo
aria	aria	+Noun+Fem+Sg
,	,	+CM
il	il	+Art+Def+Masc+Sg
privel	privel	+Noun+Masc+Sg
d’	da	+Prep+Apo
accidents	accidents	+Noun+Masc+Pl
e	e	+Conj
la	il	+Art+Def+Fem+Sg
betunaziun	betunaziun	+Noun+Fem+Sg
da	da	+Prep
la	il	+Art+Def+Fem+Sg
cuntrada	cuntrada	+Noun+Fem+Sg
.	.	+Sent

Tenor	*tenor	+Prep
l’	il	+Art+Def+Fem+Sg+Apo
iniziativa	iniziativa	+Noun+Fem+Sg
duai	duair	+Verb+Impv+2P+Pl
il	il	+Art+Def+Masc+Sg
traffic	traffic	+Noun+Masc+Sg
motorisà	motorisar	+Verb+PastPart+Masc+Sg
individual	individual	+Adj+Masc+Sg
vegnir	vegnir	+Verb+Inf
reducì	reducir	+Verb+PastPart+Masc+Sg
per	per	+Prep
la	il	+Art+Def+Fem+Sg
mesadad	mesadad	+Noun+Fem+Sg
fin	fin	+Prep
diesch	diesch	+Num+Card+MF
onns	onn	+Noun+Masc+Pl
suenter	suenter	+Prep
l’	il	+Art+Def+Fem+Sg+Apo
acceptaziun	acceptaziun	+Noun+Fem+Sg
da	da	+Prep
l’	il	+Art+Def+Fem+Sg+Apo
iniziativa	iniziativa	+Noun+Fem+Sg
tras	tras	+Prep
il	il	+Art+Def+Masc+Sg
pievel	pievel	+Noun+Masc+Sg
.	.	+Sent

Lantschada	*lantschada	+Noun+Fem+Sg
ed	e	+Conj+Apo
inoltrada	inoltrar	+Verb+PastPart+Fem+Sg
è	esser	+Verb+PresInd+3P+Sg
l’	il	+Art+Def+Masc+Sg+Apo
iniziativa	iniziativa	+Noun+Fem+Sg
vegnida	vegnida	+Noun+Fem+Sg
d’	da	+Prep+Apo
ina	in	+Art+Indef+Fem+Sg
gruppa	gruppa	+Noun+Fem+Sg
cun	cun	+Prep
il	il	+Art+Def+Masc+Sg
num	num	+Noun+Masc+Sg
«	«	+Punc+Beg
umverkehR	umverkehR	+Noun+Masc+Sg
»	»	+Punc+End
.	.	+Sent

Il	*il	+Art+Def+Masc+Sg
cussegl	cussegl	+Noun+Masc+Sg
federal	federal	+Adj+Masc+Sg
s’	sai	+Pron+Refl+AccDat+Aton+3P+MF+Sg+Apo
è	esser	+Verb+PresInd+3P+Sg
exprimì	exprimer	+Verb+PastPart+Masc+Sg
cleramain	cler	+Adj^DB+Adv
cunter	cunter	+Noun+Masc+Sg
l’	il	+Art+Def+Fem+Sg+Apo
iniziativa	iniziativa	+Noun+Fem+Sg
.	.	+Sent

El	*el	+Pron+Pers+Nom+3P+Masc+Sg
ha	avair	+Verb+PresInd+3P+Sg
desistì	desister	+Verb+PastPart+Masc+Sg
