Pia	*pia	+Adv
hai	avair	+Verb+PresInd+1P+Sg
jau	jau	+Pron+Pers+Nom+1P+MF+Sg
emprendì	emprender	+Verb+PastPart+Masc+Sg
d’avair	d’avair	+Prep
gugent	gugent	+Adv
quai	quai	+Pron+Dem
che	che	+Subj
jau	jau	+Pron+Pers+Nom+1P+MF+Sg
retschaivel	retschaivel	+Adj+Masc+Sg+UNKNOWN
.	.	+Sent

Perquai	*perquai	+Conj
sun	sun	+Noun+Masc+Sg
jau	jau	+Pron+Pers+Nom+1P+MF+Sg
segir	segir	+Adj+Masc+Sg
:	:	+Sent

L’aura	L’aura	+Adv
vegn	vegnir	+Verb+PresInd+3P+Sg
ad	a	+Prep+Apo
esser	esser	+Noun+Masc+Sg
oz	oz	+Adv
uschia	uschia	+Adv
sco	sco	+Conj
jau	jau	+Pron+Pers+Nom+1P+MF+Sg
giavischel	giavischel	+Adj+Masc+Sg+UNKNOWN
.	.	+Sent
»	»	+Punc+End

A	*a	+Prep
moda	moda	+Noun+Fem+Sg
sabia	sabia	+Noun+Fem+Sg+UNKNOWN
aschunta	aschunt	+Adj+Fem+Sg+UNKNOWN
Anthony	Anthony	+Prop
de	de	+Adj+Masc+Sg+UNKNOWN
Mello	Mello	+Prop
:	:	+Sent

«	«	+Punc+Beg
Tge	*tge	+Pron+Interrog
che	che	+Subj
vegn	vegnir	+Verb+PresInd+3P+Sg
er	esser	+Verb+ImpInd+3P+Sg
a	a	+Prep
capitar	capitar	+Verb+Inf
,	,	+CM
noss	noss	+Adj+Masc+Pl+UNKNOWN
pensum	pensum	+Noun+Masc+Sg
èsi	esser	+Verb+PresInd+3P+Sg^|+Pron+Pers+Nom+3P+MF+Sg
da	da	+Prep
vesair	vesair	+Verb+Inf
il	il	+Art+Def+Masc+Sg
cletg	cletg	+Noun+Masc+Sg
u	u	+Conj
il	il	+Art+Def+Masc+Sg
discletg	discletg	+Noun+Masc+Sg
.	.	+Sent
»	»	+Punc+End

Quai	*quai	+Pron+Dem
che	che	+Subj
è	esser	+Verb+PresInd+3P+Sg
gartegià	gartegiar	+Verb+PastPart+Masc+Sg
è	esser	+Verb+PresInd+3P+Sg
era	era	+Adv
reussì	reussir	+Verb+PastPart+Masc+Sg
,	,	+CM
schain	dir	+Verb+PresInd+1P+Pl
nus	sai	+Pron+Refl+Acc+Ton+1P+MF+Pl
.	.	+Sent

Las	*il	+Art+Def+Fem+Pl
stentas	stenta	+Noun+Fem+Pl
èn	esser	+Verb+PresInd+3P+Pl
sa	sai	+Pron+Refl+AccDat+Aton+3P+MF+Sg
pajadas	pajada	+Noun+Fem+Pl
ed	e	+Conj+Apo
animeschan	animar	+Verb+PresInd+3P+Pl
da	da	+Prep
cuntinuar	cuntinuar	+Verb+Inf
.	.	+Sent

In	*in	+Art+Indef+Masc+Sg
cletg	cletg	+Noun+Masc+Sg
spezial	spezial	+Adj+Masc+Sg
che	che	+Subj
sa	sai	+Pron+Refl+AccDat+Aton+3P+MF+Pl
dat	dar	+Verb+PresInd+3P+Sg
adina	adina	+Adv
puspe	puspe	+Adj+Masc+Sg+UNKNOWN
da	da	+Prep
nov	nov	+Adj+Masc+Sg
e	e	+Conj
quel	quel	+Pron+Dem+Masc+Sg
da	da	+Prep
la	il	+Art+Def+Fem+Sg
nova	nov	+Adj+Fem+Sg
schanza	schanza	+Noun+Fem+Sg
d’adina	d’adina	+Prep
puspè	puspè	+Adv
pudair	pudair	+Verb+Inf
sa	sai	+Pron+Refl+AccDat+Aton+3P+MF+Sg
decider	decider	+Verb+Inf
da	da	+Prep
nov	nov	+Adj+Masc+Sg
.	.	+Sent
