Ils	???	+Art+Def+Masc+Pl
dinosaurs	???	+Noun+Masc+Pl
(	???	+Punc+Beg
grec	???	+Adj+Masc+Sg
:	???	+Punc+End
deinos	???	+Adj+Masc+Sg
–	???	+Punc+Mid
‹	???	+Punc+Beg
terribel	???	+Adj+Masc+Sg
,	???	+CM
immens	???	+Adj+Masc+Sg
›	???	+Punc+End
;	???	+Punc+End
sauros	???	+Noun+Masc+Sg
–	???	+Punc+Mid
‹	???	+Punc+Beg
saur	???	+Noun+Masc+Sg
›	???	+Punc+End
)	???	+Punc+End
èn	???	+Verb+3P+Pl
la	???	+Art+Def+Fem+Sg
gruppa	???	+Noun+Fem+Sg
dals	???	+Prep^|+Art+Def+Masc+Pl
vertebrads	???	+Noun+Masc+Pl
terresters	???	+Adj+Masc+Pl
(	???	+Punc+Beg
tetrapoda	???	+Noun+Masc+Pl
)	???	+Punc+End
che	???	+Pron+Rel
dominava	???	+Verb+3P+Sg
avant	???	+Prep
ca.	???	+Adv
235	???	+Dig+Card
fin	???	+Prep
ca.	???	+Adv
65	???	+Dig+Card
milliuns	???	+Noun+Fem+Pl
onns	???	+Noun+Masc+Pl
ils	???	+Art+Def+Masc+Pl
sistems	???	+Noun+Masc+Pl
ecologics	???	+Adj+Masc+Pl
sin	???	+Prep
terra	???	+Noun+Fem+Sg
ferma	???	+Adj+Fem+Sg
.	???	+Sent

Las	???	+Art+Def+Fem+Pl
enconuschientschas	???	+Noun+Fem+Pl
davart	???	+Prep
ils	???	+Art+Def+Masc+Pl
dinosaurs	???	+Noun+Masc+Pl
obtegnan	???	+Verb+3P+Pl
paleontologs	???	+Noun+Masc+Pl
tras	???	+Prep
intercurir	???	+Verb+Inf
fossils	???	+Noun+Masc+Pl
che	???	+Pron+Rel
cumparan	???	+Verb+3P+Pl
en	???	+Prep
furma	???	+Noun+Fem+Sg
d’	???	+Prep+Apo
ossa	???	+Noun+Fem+Sg
petrifitgada	???	+Adj+Fem+Sg
.	???	+Sent

Ulteriuras	???	+Adj+Fem+Pl
infurmaziuns	???	+Noun+Fem+Pl
furneschan	???	+Verb+3P+Pl
improntas	???	+Noun+Fem+Pl
da	???	+Prep
la	???	+Art+Def+Fem+Sg
pel	???	+Noun+Fem+Sg
e	???	+Conj
da	???	+Prep
tessids	???	+Noun+Masc+Sg
,	???	+CM
fossils	???	+Noun+Masc+Pl
da	???	+Prep
passidas	???	+Noun+Fem+Pl
,	???	+CM
ovs	???	+Noun+Masc+Pl
e	???	+Conj
gnieus	???	+Noun+Masc+Pl
,	???	+CM
gastrolits	???	+Noun+Masc+Pl
ed	???	+Conj
excrements	???	+Noun+Masc+Pl
petrifitgads	???	+Adj+Masc+Pl
ch’	???	+Subj+Apo
èn	???	+Verb+3P+Pl
vegnids	???	+Verb+PastPart+Masc+Pl
mantegnids	???	+Verb+PastPart+Masc+Pl
fin	???	+Prep
en	???	+Prep
il	???	+Art+Def+Masc+Sg
temp	???	+Noun+Masc+Sg
dad	???	+Prep
oz	???	+Adv
.	???	+Sent

Restanzas	???	+Noun+Fem+Sg
da	???	+Prep
dinosaurs	???	+Noun+Masc+Pl
èn	???	+Verb+3P+Pl
vegnidas	???	+Verb+PastPart+Fem+Pl
chattadas	???	+Verb+PastPart+Fem+Pl
sin	???	+Prep
tut	???	+Pron+Indef+Masc+Sg
ils	???	+Art+Def+Masc+Pl
continents	???	+Noun+Masc+Pl
inclus	???	+Adj+Masc+Sg
l’	???	+Art+Def+Fem+Sg+Apo
Antarctica	???	+Prop
,	???	+CM
damai	???	+Adv
ch’	???	+Subj+Apo
ils	???	+Art+Def+Masc+Pl
dinosaurs	???	+Noun+Masc+Pl
han	???	+Verb+3P+Pl
entschet	???	+Verb+PastPart+Masc+Sg
ad	???	+Prep
exister	???	+Verb+Inf
durant	???	+Prep
in	???	+Art+Indef+Masc+Sg
temp	???	+Noun+Masc+Sg
nua	???	+Subj
che	???	+Subj
tut	???	+Pron+Indef+Masc+Sg
la	???	+Art+Def+Fem+Sg
terra	???	+Noun+Fem+Sg
ferma	???	+Adj+Fem+Sg
Collascha	???	+Noun+Fem+Sg
da	???	+Prep
differents	???	+Adj+Masc+Pl
skelets	???	+Noun+Masc+Pl
da	???	+Prep
dinosaurs	???	+Noun+Masc+Sg
era	???	+Verb+3P+Sg
unida	???	+Verb+PastPart+Fem+Sg
en	???	+Prep
il	???	+Art+Def+Masc+Sg
supercontinent	???	+Noun+Masc+Sg
Pangaea	???	+Prop
.	???	+Sent

Fin	???	+Prep
ussa	???	+Adv
èn	???	+Verb+3P+Pl
vegnidas	???	+Verb+PastPart+Fem+Pl
descrittas	???	+Verb+PastPart+Fem+Pl
pli	???	+Adv
che	???	+Subj
800	???	+Dig+Card
differentas	???	+Adj+Fem+Pl
spezias	???	+Noun+Fem+Pl
da	???	+Prep
dinosaurs	???	+Adj+Masc+Pl
ed	???	+Conj
i	???	+Pron+Pers+Nom+3P+MF+Sg
suondan	???	+Verb+3P+Pl
mintg’	???	+Pron+Indef+Masc+Sg+Apo
onn	???	+Noun+Masc+Sg
novas	???	+Adj+Fem+Pl
.	???	+Sent

Cumbain	???	+Subj
che	???	+Subj
tschertas	???	+Pron+Indef+Fem+Pl
spezias	???	+Noun+Fem+Pl
da	???	+Prep
dinosaurs	???	+Noun+Masc+Pl
tutgavan	???	+Verb+3P+Pl
tar	???	+Prep
ils	???	+Art+Def+Masc+Pl
pli	???	+Adv
gronds	???	+Adj+Masc+Pl
animals	???	+Noun+Masc+Pl
terresters	???	+Noun+Masc+Pl
da	???	+Prep
tuts	???	+Pron+Indef+Masc+Pl
temps	???	+Noun+Masc+Pl
,	???	+CM
era	???	+Verb+3P+Sg
la	???	+Art+Def+Fem+Sg
pluralitad	???	+Noun+Fem+Sg
dals	???	+Prep^|+Art+Def+Masc+Pl
dinosaurs	???	+Noun+Masc+Pl
pitschna	???	+Adj+Fem+Sg
ed	???	+Conj
agila	???	+Adj+Fem+Sg
.	???	+Sent

Ins	???	+Pron+Indef
sa	???	+Verb+3P+Sg
plinavant	???	+Adv
che	???	+Subj
almain	???	+Adv
tschertas	???	+Pron+Indef+Fem+Pl
gruppas	???	+Noun+Fem+Pl
dals	???	+Prep^|+Art+Def+Masc+Pl
dinosaurs	???	+Noun+Masc+Pl
èn	???	+Verb+3P+Pl
stadas	???	+Verb+PastPart+Fem+Pl
homoiotermas	???	+Adj+Fem+Pl
(	???	+Punc+Beg
da	???	+Prep
sang	???	+Noun+Masc+Sg
chaud	???	+Adj+Masc+Sg
)	???	+Punc+End
.	???	+Sent

Sistematica	???	+Noun+Fem+Sg
dals	???	+Prep^|+Art+Def+Masc+Pl
dinosaurs	???	+Noun+Masc+Pl
Sco	???	+Prop
ils	???	+Art+Def+Masc+Pl
blers	???	+Adj+Masc+Pl
reptils	???	+Noun+Masc+Pl
d’	???	+Prep+Apo
ozendi	???	+Noun+Masc+Sg
vegnan	???	+Verb+3P+Pl
ils	???	+Art+Def+Masc+Pl
dinosaurs	???	+Noun+Masc+Pl
attribuids	???	+Verb+PastPart+Masc+Pl
als	???	+Adj+Masc+Pl
diapsids	???	+Noun+Masc+Pl
.	???	+Sent

Quels	???	+Pron+Dem+Masc+Pl
sa	???	+Pron+Refl+AccDat+Aton+3P+MF+Pl
differenzieschan	???	+Verb+3P+Pl
dals	???	+Prep^|+Art+Def+Masc+Pl
sinapsids	???	+Noun+Masc+Pl
(	???	+Punc+Beg
or	???	+Adv
dals	???	+Prep^|+Art+Def+Masc+Pl
quals	???	+Pron+Dem+Masc+Pl
ils	???	+Art+Def+Masc+Pl
mammals	???	+Noun+Masc+Pl
èn	???	+Verb+3P+Pl
naschids	???	+Verb+PastPart+Masc+Pl
)	???	+Punc+End
e	???	+Conj
dals	???	+Prep^|+Art+Def+Masc+Pl
anapsids	???	+Noun+Masc+Pl
(	???	+Punc+Beg
las	???	+Art+Def+Fem+Pl
tartarugas	???	+Noun+Fem+Pl
d’	???	+Prep+Apo
ozendi	???	+Noun+Masc+Sg
)	???	+Punc+End
tras	???	+Prep
duas	???	+Num+Card+Fem
fanestras	???	+Noun+Fem+Pl
da	???	+Prep
la	???	+Art+Def+Fem+Sg
chavazza	???	+Noun+Fem+Sg
che	???	+Pron+Rel
sa	???	+Pron+Refl+AccDat+Aton+3P+MF+Pl
chattan	???	+Verb+3P+Pl
parallel	???	+Adj+Masc+Sg
davos	???	+Prep
ils	???	+Art+Def+Masc+Pl
egls	???	+Noun+Masc+Pl
.	???	+Sent

Entaifer	???	+Prep
ils	???	+Art+Def+Masc+Pl
diapsids	???	+Noun+Masc+Pl
vegnan	???	+Verb+3P+Pl
ils	???	+Art+Def+Masc+Pl
dinosaurs	???	+Noun+Masc+Pl
classifitgads	???	+Verb+PastPart+Masc+Pl
sco	???	+Conj
archosaurs	???	+Noun+Masc+Pl
(	???	+Punc+Beg
ils	???	+Art+Def+Masc+Pl
reptils	???	+Noun+Masc+Pl
regents	???	+Adj+Masc+Pl
)	???	+Punc+End
che	???	+Pron+Rel
possedan	???	+Verb+3P+Pl
duas	???	+Num+Card+Fem
ulteriuras	???	+Adj+Fem+Pl
fanestras	???	+Noun+Fem+Pl
da	???	+Prep
la	???	+Art+Def+Fem+Sg
chavazza	???	+Noun+Fem+Sg
.	???	+Sent

Descendents	???	+Noun+Masc+Pl
d’	???	+Prep+Apo
ozendi	???	+Noun+Masc+Sg
da	???	+Prep
questa	???	+Pron+Dem+Fem+Sg
spezia	???	+Noun+Fem+Sg
da	???	+Prep
reptils	???	+Noun+Masc+Pl
èn	???	+Verb+3P+Pl
sper	???	+Prep
ils	???	+Art+Def+Masc+Pl
crocodils	???	+Noun+Masc+Pl
er	???	+Adv
ils	???	+Art+Def+Masc+Pl
utschels	???	+Noun+Masc+Pl
.	???	+Sent

Ils	???	+Art+Def+Masc+Pl
dinosaurs	???	+Noun+Masc+Pl
vegnan	???	+Verb+3P+Pl
classifitgads	???	+Verb+PastPart+Masc+Pl
en	???	+Prep
duas	???	+Num+Card+Fem
gruppas	???	+Noun+Fem+Pl
:	???	+Punc+End
saurischia	???	+Noun+Masc+Pl
(	???	+Punc+Beg
saurs	???	+Noun+Masc+Pl
cun	???	+Prep
batschida	???	+Noun+Fem+Sg
